Date,Close
2004-01-30,41.20519256591797
2004-02-02,41.238773345947266
2004-02-03,40.986915588378906
2004-02-04,39.75277328491211
2004-02-05,39.954261779785156
2004-02-06,40.76023864746094
2004-02-09,40.71826171875
2004-02-10,40.84417724609375
2004-02-11,41.18001937866211
2004-02-12,41.01210021972656
2004-02-13,40.466392517089844
2004-02-17,41.087650299072266
2004-02-18,40.87778091430664
2004-02-19,40.87778091430664
2004-02-20,40.080196380615234
2004-02-23,39.232242584228516
2004-02-24,39.45893478393555
2004-02-25,39.6268424987793
2004-02-26,39.6268424987793
2004-02-27,39.668819427490234
2004-03-01,40.13056945800781
2004-03-02,40.0466194152832
2004-03-03,39.668819427490234
2004-03-04,39.90388870239258
2004-03-05,40.004638671875
2004-03-08,39.76116180419922
2004-03-09,38.627769470214844
2004-03-10,38.04008865356445
2004-03-11,37.62869644165039
2004-03-12,38.34233093261719
2004-03-15,37.65388870239258
2004-03-16,37.69587707519531
2004-03-17,38.417884826660156
2004-03-18,38.12403869628906
2004-03-19,37.56993865966797
2004-03-22,36.77236557006836
2004-03-23,36.91508865356445
2004-03-24,37.25930404663086
2004-03-25,38.350711822509766
2004-03-26,38.493446350097656
2004-03-29,38.76210021972656
2004-03-30,38.76210021972656
2004-03-31,38.64455795288086
2004-04-01,39.12310791015625
2004-04-02,40.0466194152832
2004-04-05,40.29847717285156
2004-04-06,40.088584899902344
2004-04-07,39.61844253540039
2004-04-08,39.77796936035156
2004-04-12,40.004638671875
2004-04-13,39.45893478393555
2004-04-14,39.32460021972656
2004-04-15,38.736915588378906
2004-04-16,38.46825408935547
2004-04-19,38.25837707519531
2004-04-20,38.61098098754883
2004-04-21,38.174415588378906
2004-04-22,39.064327239990234
2004-04-23,39.47572326660156
2004-04-26,38.9552001953125
2004-04-27,38.8460578918457
2004-04-28,38.32552719116211
2004-04-29,37.091400146484375
2004-04-30,36.54566955566406
2004-05-03,36.68840789794922
2004-05-04,36.705204010009766
2004-05-05,36.705204010009766
2004-05-06,36.839534759521484
2004-05-07,36.98225021362305
2004-05-10,36.839534759521484
2004-05-11,37.41041564941406
2004-05-12,36.41136169433594
2004-05-13,37.234100341796875
2004-05-14,37.234100341796875
2004-05-17,35.983184814453125
2004-05-18,36.554080963134766
2004-05-19,37.1501579284668
2004-05-20,36.64643096923828
2004-05-21,36.64643096923828
2004-05-24,37.01582717895508
2004-05-25,37.536354064941406
2004-05-26,37.93935012817383
2004-05-27,38.12403869628906
2004-05-28,38.34233093261719
2004-06-01,38.082061767578125
2004-06-02,38.224788665771484
2004-06-03,37.72106170654297
2004-06-04,38.27516174316406
2004-06-07,38.83765411376953
2004-06-08,38.93000411987305
2004-06-09,38.51023864746094
2004-06-10,38.535423278808594
2004-06-14,38.05686950683594
2004-06-15,38.829261779785156
2004-06-16,38.52702331542969
2004-06-17,38.174415588378906
2004-06-18,37.86377716064453
2004-06-21,38.191200256347656
2004-06-22,38.208003997802734
2004-06-23,38.636165618896484
2004-06-24,39.055938720703125
2004-06-25,38.81247329711914
2004-06-28,38.56060028076172
2004-06-29,38.56060028076172
2004-06-30,39.11471176147461
2004-07-01,38.392704010009766
2004-07-02,38.01488494873047
2004-07-06,37.05781936645508
2004-07-07,37.25930404663086
2004-07-08,36.63804244995117
2004-07-09,36.79754638671875
2004-07-12,36.23505401611328
2004-07-13,36.386173248291016
2004-07-14,36.025177001953125
2004-07-15,35.80689239501953
2004-07-16,35.25278091430664
2004-07-19,35.01769256591797
2004-07-20,35.781681060791016
2004-07-21,35.62217712402344
2004-07-22,35.47106170654297
2004-07-23,34.891761779785156
2004-07-26,34.715457916259766
2004-07-27,34.791019439697266
2004-07-28,34.715457916259766
2004-07-29,35.504642486572266
2004-07-30,35.798484802246094
2004-08-02,35.85725021362305
2004-08-03,35.647369384765625
2004-08-04,35.16042709350586
2004-08-05,34.8665771484375
2004-08-06,33.80034637451172
2004-08-09,33.83391571044922
2004-08-10,34.08578872680664
2004-08-11,33.16228485107422
2004-08-12,32.57460021972656
2004-08-13,32.59140396118164
2004-08-16,33.16228485107422
2004-08-17,33.422550201416016
2004-08-18,33.422550201416016
2004-08-19,34.04380798339844
2004-08-20,34.1865348815918
2004-08-23,34.40481948852539
2004-08-24,34.463592529296875
2004-08-25,34.14456558227539
2004-08-26,34.40481948852539
2004-08-27,34.522361755371094
2004-08-30,34.15296936035156
2004-08-31,34.15296936035156
2004-09-01,33.951473236083984
2004-09-02,33.951473236083984
2004-09-03,33.72478485107422
2004-09-07,33.72478485107422
2004-09-08,33.88429260253906
2004-09-09,34.65669631958008
2004-09-10,34.65669631958008
2004-09-13,35.82366943359375
2004-09-14,35.596981048583984
2004-09-15,35.0932502746582
2004-09-16,35.110050201416016
2004-09-17,35.15203094482422
2004-09-20,35.420692443847656
2004-09-21,35.764896392822266
2004-09-22,35.21918487548828
2004-09-23,35.1268310546875
2004-09-24,35.1268310546875
2004-09-27,34.43842315673828
2004-09-28,34.337669372558594
2004-09-29,34.94214630126953
2004-09-30,35.02609634399414
2004-10-01,36.151092529296875
2004-10-04,36.68840789794922
2004-10-05,36.453330993652344
2004-10-06,36.8227424621582
2004-10-07,36.621246337890625
2004-10-08,35.680938720703125
2004-10-11,35.91603088378906
2004-10-12,35.345130920410156
2004-10-13,35.630577087402344
2004-10-14,35.420692443847656
2004-10-15,35.462669372558594
2004-10-18,35.781681060791016
2004-10-19,36.125911712646484
2004-10-20,35.999977111816406
2004-10-21,36.67161560058594
2004-10-22,35.88243865966797
2004-10-25,35.764896392822266
2004-10-26,35.697750091552734
2004-10-27,36.72199630737305
2004-10-28,36.81434631347656
2004-10-29,36.89830780029297
2004-11-01,36.965450286865234
2004-11-02,37.07460021972656
2004-11-03,37.25930404663086
2004-11-04,37.72106170654297
2004-11-05,38.065269470214844
2004-11-08,38.166015625
2004-11-09,38.25837707519531
2004-11-10,37.74623489379883
2004-11-11,38.291954040527344
2004-11-12,38.54380416870117
2004-11-15,39.047542572021484
2004-11-16,38.85444641113281
2004-11-17,39.358184814453125
2004-11-18,39.54288864135742
2004-11-19,38.770484924316406
2004-11-22,39.01395797729492
2004-11-23,38.86284255981445
2004-11-24,39.106319427490234
2004-11-26,39.148292541503906
2004-11-29,39.173484802246094
2004-11-30,38.9887809753418
2004-12-01,39.55127716064453
2004-12-02,39.81993103027344
2004-12-03,40.23970031738281
2004-12-06,40.50837326049805
2004-12-07,39.71918487548828
2004-12-08,39.67721176147461
2004-12-09,39.57646942138672
2004-12-10,39.45893478393555
2004-12-13,39.78635025024414
2004-12-14,39.9626579284668
2004-12-15,40.09697723388672
2004-12-16,39.72758865356445
2004-12-17,39.61844253540039
2004-12-20,39.207069396972656
2004-12-21,39.652015686035156
2004-12-22,39.9488639831543
2004-12-23,39.97438049316406
2004-12-27,39.795753479003906
2004-12-28,39.88080596923828
2004-12-29,39.999881744384766
2004-12-30,40.12746047973633
2004-12-31,40.02539825439453
2005-01-03,39.60014343261719
2005-01-04,38.783634185791016
2005-01-05,38.57951354980469
2005-01-06,38.4349365234375
2005-01-07,38.46044158935547
2005-01-10,38.451942443847656
2005-01-11,38.15425109863281
2005-01-12,38.19677734375
2005-01-13,38.23931884765625
2005-01-14,38.07770919799805
2005-01-18,38.392398834228516
2005-01-19,37.78003692626953
2005-01-20,37.40581130981445
2005-01-21,37.06561279296875
2005-01-24,36.665855407714844
2005-01-25,36.88699722290039
2005-01-26,37.36327362060547
2005-01-27,37.44832229614258
2005-01-28,37.201683044433594
2005-01-31,37.6269416809082
2005-02-01,37.873592376708984
2005-02-02,37.941627502441406
2005-02-03,37.55039596557617
2005-02-04,37.899105072021484
2005-02-07,38.29884338378906
2005-02-08,38.2733268737793
2005-02-09,37.865089416503906
2005-02-10,37.80555725097656
2005-02-11,38.2733268737793
2005-02-14,38.375396728515625
2005-02-15,38.46044158935547
2005-02-16,38.4349365234375
2005-02-17,38.06070327758789
2005-02-18,37.84806823730469
2005-02-22,37.42281723022461
2005-02-23,37.36327362060547
2005-02-24,37.55039596557617
2005-02-25,37.8820915222168
2005-02-28,37.839576721191406
2005-03-01,38.188289642333984
2005-03-02,38.10324478149414
2005-03-03,37.93313217163086
2005-03-04,38.10324478149414
2005-03-07,38.519981384277344
2005-03-08,38.29033660888672
2005-03-09,38.22230911254883
2005-03-10,38.145755767822266
2005-03-11,37.60993194580078
2005-03-14,37.80555725097656
2005-03-15,37.50785827636719
2005-03-16,37.014556884765625
2005-03-17,37.10811996459961
2005-03-18,36.77642059326172
2005-03-21,36.89549255371094
2005-03-22,36.572288513183594
2005-03-23,36.784934997558594
2005-03-24,37.05708694458008
2005-03-28,36.8104362487793
2005-03-29,36.427711486816406
2005-03-30,37.023067474365234
2005-03-31,36.95502471923828
2005-04-01,36.69987487792969
2005-04-04,36.835960388183594
2005-04-05,36.74239730834961
2005-04-06,36.80192184448242
2005-04-07,37.099605560302734
2005-04-08,36.89549255371094
2005-04-11,36.67435836791992
2005-04-12,36.73390197753906
2005-04-13,36.20655822753906
2005-04-14,35.747291564941406
2005-04-15,34.539546966552734
2005-04-18,34.75218200683594
2005-04-19,35.11790084838867
2005-04-20,34.871253967285156
2005-04-21,35.7983283996582
2005-04-22,35.14342498779297
2005-04-25,35.670738220214844
2005-04-26,35.415584564208984
2005-04-27,35.381568908691406
2005-04-28,34.89677047729492
2005-04-29,35.29651641845703
2005-05-02,35.27101135253906
2005-05-03,35.40708541870117
2005-05-04,35.87487030029297
2005-05-05,35.85784912109375
2005-05-06,36.03647232055664
2005-05-09,36.00244903564453
2005-05-10,35.65373229980469
2005-05-11,36.04497528076172
2005-05-12,35.87487030029297
2005-05-13,36.461727142333984
2005-05-16,36.82745361328125
2005-05-17,36.861480712890625
2005-05-18,37.567405700683594
2005-05-19,37.80555725097656
2005-05-20,37.95863342285156
2005-05-23,38.145755767822266
2005-05-24,38.29884338378906
2005-05-25,38.07770919799805
